,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,deposit
2208,27,technician,single,3,0,15161,0,0,cellular,6,74,1,120,1,success,1
2209,32,management,married,3,0,653,0,0,cellular,6,84,1,100000,0,unknown,1
2210,31,other,single,3,0,64,0,0,cellular,6,261,2,100000,0,unknown,1
2211,29,technician,single,2,0,1165,0,0,cellular,6,245,1,100000,0,unknown,1
2212,49,services,married,2,0,7019,1,0,cellular,6,263,1,368,3,failure,1
2213,46,blue-collar,married,2,0,1568,1,0,cellular,6,310,1,55,6,other,1
2214,57,blue-collar,married,1,0,3109,0,0,cellular,6,482,2,100000,0,unknown,1
2215,28,technician,single,3,0,4987,0,0,cellular,6,924,2,113,21,success,1
2216,37,entrepreneur,married,3,0,189,0,0,cellular,6,253,2,100000,0,unknown,1
2217,38,blue-collar,married,2,0,2467,0,0,cellular,6,192,1,100000,0,unknown,1
2218,49,management,married,3,0,5887,0,0,cellular,6,181,3,293,2,failure,1
2219,35,technician,married,3,0,1354,0,0,cellular,6,250,2,100000,0,unknown,1
2220,29,technician,married,2,0,23,1,0,cellular,6,163,1,55,2,failure,1
2221,52,technician,married,2,0,0,0,0,cellular,6,541,3,100000,0,unknown,1
2222,34,other,married,2,0,978,0,0,cellular,6,262,2,71,1,success,1
2223,60,technician,married,2,0,294,0,0,telephone,6,206,4,100000,0,unknown,1
2224,32,entrepreneur,married,2,0,409,0,0,cellular,6,115,2,86,2,success,1
2225,27,management,single,2,0,261,1,1,cellular,6,592,4,100000,0,unknown,1
2226,55,entrepreneur,married,2,0,27624,0,0,telephone,6,437,1,100000,0,unknown,1
2227,29,management,single,3,0,3846,0,0,cellular,6,313,2,100000,0,unknown,1
2228,42,blue-collar,married,2,0,2913,0,0,cellular,6,705,1,195,1,failure,1
2229,33,management,divorced,3,0,2240,0,0,cellular,6,198,1,100000,0,unknown,1
2230,29,blue-collar,married,1,0,5,0,0,cellular,6,321,1,100000,0,unknown,1
2231,39,management,married,2,0,150,0,0,cellular,6,296,4,100000,0,unknown,1
2232,31,technician,single,3,0,882,0,0,cellular,6,411,1,100000,0,unknown,1
2233,60,management,divorced,3,0,366,0,0,cellular,6,593,1,100000,0,unknown,1
2234,25,other,single,3,0,1189,0,0,cellular,6,165,1,100000,0,unknown,1
2235,45,management,married,2,0,204,1,0,cellular,6,224,2,100000,0,unknown,1
2236,29,management,single,3,0,637,1,0,cellular,6,340,1,119,1,failure,1
2237,55,management,divorced,3,0,2383,0,0,cellular,6,591,2,100000,0,unknown,1
2238,26,technician,single,2,0,1231,1,0,cellular,6,385,2,96,5,success,1
2239,30,management,single,3,0,3340,0,0,cellular,6,238,3,100000,0,unknown,1
2240,54,management,divorced,2,0,200,0,0,cellular,6,170,1,100000,0,unknown,1
2241,39,blue-collar,single,3,0,48,0,0,cellular,6,539,1,100000,0,unknown,1
2242,26,management,single,3,0,2786,0,0,cellular,6,300,2,72,1,success,1
2243,57,retired,married,2,0,5313,0,0,cellular,6,200,1,100000,0,unknown,1
2244,39,other,married,3,0,201,0,0,cellular,6,699,1,119,1,failure,1
2245,25,blue-collar,single,2,0,389,0,0,cellular,6,837,1,100000,0,unknown,1
2246,43,blue-collar,married,1,0,3917,0,0,cellular,6,725,2,93,1,success,1
2247,32,blue-collar,married,2,0,889,1,0,cellular,6,1076,2,85,3,other,1
2248,43,management,divorced,3,0,481,1,0,cellular,6,187,1,20,1,other,1
2249,50,management,divorced,3,0,810,0,0,cellular,6,510,3,100000,0,unknown,1
2250,35,services,married,2,0,52,1,0,cellular,6,328,2,94,4,success,1
2251,37,management,married,3,0,108,1,1,cellular,6,262,2,100000,0,unknown,1
2252,42,management,single,2,0,684,0,0,cellular,6,207,1,100000,0,unknown,1
2253,27,management,married,2,0,2071,0,0,cellular,6,449,1,100000,0,unknown,1
2254,27,services,single,2,0,339,0,0,cellular,6,182,1,100000,0,unknown,1
2255,29,management,single,3,0,572,0,0,cellular,6,224,1,100000,0,unknown,1
2256,29,other,single,2,0,1779,0,0,cellular,6,400,1,100000,0,unknown,1
2257,26,other,single,2,0,132,0,0,cellular,6,217,1,100000,0,unknown,1
2258,39,management,single,3,0,22086,0,0,cellular,6,160,1,100000,0,unknown,1
2259,41,services,married,2,0,0,1,1,cellular,6,352,2,122,2,failure,1
2260,29,management,married,3,0,205,0,0,cellular,6,787,1,100000,0,unknown,1
2261,33,technician,single,3,0,317,1,0,cellular,6,323,1,80,14,other,1
2262,32,management,married,3,0,4945,0,0,cellular,6,160,1,119,2,other,1
2263,30,management,married,3,0,419,1,0,cellular,6,194,1,100000,0,unknown,1
2264,38,technician,single,2,0,1130,0,0,cellular,6,96,2,98,1,success,1
2265,55,management,married,2,0,1662,0,0,cellular,6,94,2,100000,0,unknown,1
2266,25,management,single,2,0,1871,0,0,cellular,6,136,1,100000,0,unknown,1
2267,38,entrepreneur,divorced,2,0,1190,1,0,cellular,6,81,2,391,3,failure,1
2268,35,blue-collar,married,2,0,563,0,1,cellular,6,147,1,119,3,failure,1
2269,31,other,married,2,0,6,0,0,cellular,6,121,4,100000,0,unknown,1
2270,25,services,single,2,0,594,0,0,cellular,6,89,2,100000,0,unknown,1
2271,31,management,single,3,0,617,0,0,cellular,6,1161,1,97,2,success,1
2272,27,other,single,2,0,538,0,0,cellular,6,124,2,100000,0,unknown,1
2273,34,management,single,2,0,303,0,0,cellular,6,282,3,126,3,failure,1
2274,40,management,single,2,0,985,1,0,cellular,6,592,3,50,8,failure,1
2275,27,management,married,2,0,897,0,0,cellular,6,397,1,100000,0,unknown,1
2276,28,management,single,2,0,171,0,0,cellular,6,324,1,87,1,success,1
2277,28,management,single,2,0,1633,0,0,cellular,6,275,1,100000,0,unknown,1
2278,35,management,divorced,2,0,1085,0,0,cellular,6,199,1,86,7,success,1
2279,58,retired,married,1,0,1980,0,0,cellular,6,255,1,100000,0,unknown,1
2280,44,technician,married,3,0,1933,0,0,cellular,6,462,1,100000,0,unknown,1
2281,57,retired,married,2,0,1841,0,0,telephone,6,302,1,100000,0,unknown,1
2282,25,entrepreneur,single,3,0,42,1,0,cellular,6,149,1,94,1,success,1
2283,21,other,single,2,0,794,0,0,cellular,6,191,1,100000,0,unknown,1
2284,49,technician,married,2,0,905,0,0,cellular,6,1543,1,100000,0,unknown,1
2285,54,management,married,3,0,8295,0,0,cellular,6,207,1,100000,0,unknown,1
2286,59,retired,married,1,0,0,0,0,cellular,6,493,2,100000,0,unknown,1
2287,28,management,single,3,0,874,1,0,cellular,6,509,1,100000,0,unknown,1
2288,37,blue-collar,married,2,0,4321,0,0,cellular,6,657,1,100000,0,unknown,1
2289,30,technician,single,3,0,0,1,0,cellular,6,159,2,100000,0,unknown,1
2290,35,services,single,1,0,745,0,0,telephone,6,522,3,100000,0,unknown,1
2291,31,management,single,3,0,924,0,0,cellular,6,207,2,98,1,success,1
2292,41,other,single,1,0,216,0,0,cellular,6,577,3,100000,0,unknown,1
2293,30,other,single,3,0,1159,0,0,telephone,6,366,1,100000,0,unknown,1
2294,28,entrepreneur,single,3,0,3290,0,0,cellular,6,201,2,100000,0,unknown,1
2295,31,other,single,2,0,582,1,0,cellular,6,548,2,100000,0,unknown,1
2296,53,management,divorced,3,0,380,0,1,cellular,6,438,2,100000,0,unknown,1
2297,22,blue-collar,single,2,0,682,0,0,cellular,6,126,2,91,1,success,1
2298,36,services,married,1,0,92,1,0,cellular,6,244,7,100000,0,unknown,1
2299,33,technician,single,2,0,66,0,0,cellular,6,157,2,100000,0,unknown,1
2300,31,technician,single,3,0,252,0,0,cellular,6,107,3,100000,0,unknown,1
2301,49,management,married,3,0,6574,0,0,cellular,6,138,3,100000,0,unknown,1
2302,51,entrepreneur,married,4,0,2094,0,0,cellular,6,458,6,100000,0,unknown,1
2303,34,technician,married,2,0,294,1,0,cellular,6,301,3,100000,0,unknown,1
2304,35,blue-collar,married,1,0,1177,0,0,cellular,6,243,4,100000,0,unknown,1
2305,32,management,single,3,0,8866,0,0,cellular,6,234,2,83,2,success,1
2306,36,entrepreneur,divorced,3,0,3407,0,0,cellular,6,993,4,85,4,success,1
2307,31,management,single,3,0,5205,0,0,cellular,6,529,2,100000,0,unknown,1
2308,25,technician,single,3,0,3630,0,0,telephone,6,221,7,100000,0,unknown,1
2309,25,services,single,3,0,12,0,0,cellular,6,126,6,100000,0,unknown,1
2310,60,management,married,2,0,544,0,0,cellular,6,95,7,357,2,failure,1
2311,40,entrepreneur,single,3,0,10346,0,0,cellular,6,491,2,207,1,other,1
2312,50,management,married,3,0,1612,0,0,cellular,6,532,2,98,2,other,1
2313,32,management,single,3,0,718,1,0,cellular,6,95,1,100000,0,unknown,1
2314,60,management,married,2,0,3547,0,0,telephone,6,351,6,100000,0,unknown,1
2315,32,services,married,2,0,914,0,0,cellular,6,372,1,100000,0,unknown,1
2316,52,entrepreneur,married,2,0,1306,0,0,cellular,6,288,1,100000,0,unknown,1
2317,59,technician,married,2,0,259,0,0,cellular,6,415,1,89,1,success,1
2318,56,retired,married,2,0,-1206,1,0,cellular,6,382,2,100000,0,unknown,1
2319,47,management,single,3,0,372,0,0,cellular,6,257,1,100000,0,unknown,1
2320,43,management,married,3,0,3518,0,0,cellular,6,181,2,100000,0,unknown,1
2321,25,services,single,2,0,505,0,0,cellular,6,284,1,100000,0,unknown,1
2322,31,other,single,2,0,1776,0,0,cellular,6,220,1,207,1,other,1
2323,27,management,single,3,0,20585,0,0,cellular,6,188,1,100000,0,unknown,1
2324,26,management,married,2,0,1595,0,0,cellular,6,155,1,105,1,failure,1
2325,37,management,single,3,0,1000,1,0,cellular,6,322,1,90,1,success,1
2326,27,management,single,3,0,138,0,0,cellular,6,89,2,100000,0,unknown,1
2327,49,management,married,3,0,561,0,0,cellular,6,173,1,100000,0,unknown,1
2328,26,management,single,3,0,170,0,0,cellular,6,129,1,100000,0,unknown,1
2329,28,management,single,3,0,502,0,0,cellular,6,136,2,100000,0,unknown,1
2330,33,blue-collar,married,2,0,379,1,1,cellular,6,263,2,100000,0,unknown,1
2331,31,technician,married,4,0,14533,0,0,cellular,6,245,2,100000,0,unknown,1
2332,32,services,married,2,0,689,1,1,cellular,6,162,3,100000,0,unknown,1
2333,30,technician,single,2,0,2567,0,0,cellular,6,813,4,100000,0,unknown,1
2334,34,management,married,3,0,443,0,0,cellular,6,235,3,100000,0,unknown,1
2335,58,retired,married,1,0,2074,0,0,cellular,6,259,2,100000,0,unknown,1
2336,34,management,married,3,0,2374,1,1,cellular,6,270,2,314,2,failure,1
2337,26,services,single,2,0,1347,0,0,telephone,6,280,6,92,5,other,1
2338,49,management,single,3,0,7443,0,0,telephone,6,293,5,211,2,failure,1
2339,57,management,married,3,0,10583,0,0,cellular,6,295,3,100000,0,unknown,1
2340,83,retired,married,1,0,425,0,0,telephone,6,883,1,140,1,failure,1
2341,61,management,married,3,0,997,0,0,cellular,6,269,1,104,1,success,1
2342,64,retired,married,2,0,5966,1,0,cellular,6,983,1,100000,0,unknown,1
2343,37,management,married,2,0,2061,1,1,cellular,6,459,1,109,3,failure,1
2344,68,retired,married,2,0,0,0,0,cellular,6,586,1,100000,0,unknown,1
2345,71,retired,married,3,0,2887,0,0,cellular,6,128,1,100000,0,unknown,1
2346,54,management,married,3,0,1464,0,0,cellular,6,157,1,100000,0,unknown,1
2347,37,management,married,3,0,1315,0,0,cellular,6,224,1,100000,0,unknown,1
2348,22,other,single,4,0,466,0,0,cellular,6,377,1,100000,0,unknown,1
2349,44,management,married,3,0,2383,0,0,cellular,7,571,2,100000,0,unknown,1
2350,37,entrepreneur,married,3,0,1649,0,1,cellular,7,140,3,100000,0,unknown,1
2351,72,entrepreneur,married,3,0,132,0,0,cellular,7,260,2,65,1,success,1
2352,69,retired,divorced,1,0,482,0,0,cellular,7,260,2,100000,0,unknown,1
2353,41,blue-collar,married,2,0,203,0,0,cellular,7,342,2,100000,0,unknown,1
2354,44,blue-collar,married,2,0,88,1,0,cellular,7,275,1,100000,0,unknown,1
2355,32,services,single,2,0,2881,0,0,cellular,7,356,1,100000,0,unknown,1
2356,79,retired,married,2,0,668,0,0,telephone,7,363,1,100000,0,unknown,1
2357,33,technician,married,2,0,73,1,0,cellular,7,218,1,100000,0,unknown,1
2358,45,management,married,3,0,1309,0,0,cellular,7,367,1,100000,0,unknown,1
2359,40,management,married,3,0,2763,1,0,cellular,7,566,1,395,2,success,1
2360,42,entrepreneur,married,2,0,2959,1,0,telephone,7,711,1,342,1,failure,1
2361,30,technician,single,2,0,930,0,0,cellular,7,396,1,100000,0,unknown,1
2362,28,management,single,3,0,12956,1,0,cellular,7,940,1,399,3,success,1
2363,58,services,divorced,2,0,0,0,0,cellular,7,478,2,100000,0,unknown,1
2364,39,management,divorced,2,0,19,1,0,cellular,7,503,2,147,5,success,1
2365,31,blue-collar,married,2,0,625,1,0,cellular,7,135,2,49,3,failure,1
2366,45,management,married,4,0,5511,0,0,cellular,7,272,1,100000,0,unknown,1
2367,56,blue-collar,married,1,0,1137,0,0,telephone,7,176,1,100000,0,unknown,1
2368,46,management,divorced,3,0,1329,0,0,cellular,7,247,2,100000,0,unknown,1
2369,56,retired,married,2,0,1044,0,0,telephone,7,353,2,100000,0,unknown,1
2370,27,services,single,2,0,302,0,0,cellular,7,203,1,100000,0,unknown,1
2371,30,other,married,3,0,330,0,0,cellular,7,264,1,80,1,success,1
2372,26,entrepreneur,single,3,0,2857,0,0,cellular,7,446,1,100000,0,unknown,1
2373,35,other,single,1,0,68,0,0,cellular,7,175,1,100000,0,unknown,1
2374,52,blue-collar,married,1,0,1524,0,0,cellular,7,1007,6,100000,0,unknown,1
2375,54,management,married,2,0,1633,0,0,cellular,7,409,2,100000,0,unknown,1
2376,41,entrepreneur,married,1,0,0,0,0,cellular,7,438,2,389,1,other,1
2377,24,management,single,3,0,507,0,0,cellular,7,257,1,100000,0,unknown,1
2378,28,blue-collar,single,2,0,643,0,0,cellular,7,308,2,100000,0,unknown,1
2379,62,management,married,3,0,2785,0,0,cellular,7,270,3,100000,0,unknown,1
2380,52,technician,married,2,0,137,0,0,cellular,7,227,2,100000,0,unknown,1
2381,23,services,single,2,0,870,0,0,cellular,7,316,4,100000,0,unknown,1
2382,82,retired,married,1,0,8603,0,0,cellular,7,429,1,100000,0,unknown,1
2383,63,retired,married,2,0,18016,0,0,cellular,7,371,1,100000,0,unknown,1
2384,32,management,married,2,0,51,1,1,cellular,7,297,1,100000,0,unknown,1
2385,31,management,married,3,0,1032,0,0,cellular,7,284,1,100000,0,unknown,1
2386,37,services,married,2,0,981,0,0,cellular,7,682,2,386,1,success,1
2387,40,technician,single,3,0,431,0,0,cellular,7,180,2,100000,0,unknown,1
2388,66,retired,married,2,0,203,0,0,cellular,7,376,1,100000,0,unknown,1
2389,37,management,married,3,0,3737,0,0,cellular,7,224,1,100000,0,unknown,1
2390,38,other,married,1,0,7005,1,0,cellular,7,370,1,412,1,failure,1
2391,27,other,single,2,0,111,0,0,cellular,7,495,2,100000,0,unknown,1
2392,58,retired,married,1,0,565,0,0,telephone,7,876,1,100000,0,unknown,1
2393,49,services,married,1,0,889,0,0,telephone,7,388,1,100000,0,unknown,1
2394,31,management,single,2,0,202,1,0,cellular,7,167,1,62,1,failure,1
2395,31,management,single,3,0,307,0,0,cellular,7,361,1,229,2,failure,1
2396,38,other,married,4,0,0,0,0,cellular,7,341,1,385,1,failure,1
2397,79,retired,married,1,0,429,0,0,telephone,7,1006,2,100000,0,unknown,1
2398,71,retired,married,3,0,4388,0,0,cellular,7,896,2,100000,0,unknown,1
2399,52,technician,married,3,0,2557,0,0,cellular,7,340,1,156,1,other,1
2400,55,management,married,4,0,3122,0,0,cellular,7,349,1,100000,0,unknown,1
2401,46,blue-collar,married,2,0,922,1,0,telephone,7,576,1,100000,0,unknown,1
2402,28,management,single,3,0,3796,0,0,cellular,7,315,2,100000,0,unknown,1
2403,22,other,single,2,0,185,0,0,cellular,7,153,1,100000,0,unknown,1
2404,49,management,single,3,0,151,1,0,cellular,7,97,3,100000,0,unknown,1
2405,20,other,single,4,0,829,0,0,cellular,7,253,2,100000,0,unknown,1
2406,19,other,single,1,0,103,0,0,cellular,7,104,2,100000,0,unknown,1
2407,34,blue-collar,single,1,0,79,0,0,telephone,7,336,4,100000,0,unknown,1
2408,73,management,married,3,0,1609,0,0,cellular,7,169,2,100000,0,unknown,1
2409,27,management,single,3,0,2489,0,0,cellular,7,323,2,163,2,other,1
2410,59,blue-collar,divorced,1,0,989,0,0,cellular,7,125,2,100000,0,unknown,1
2411,25,other,single,3,0,58,0,0,cellular,7,139,5,100000,0,unknown,1
2412,44,entrepreneur,single,4,0,323,0,0,cellular,7,332,2,181,2,failure,1
2413,28,management,single,3,0,5474,0,0,cellular,7,486,5,100000,0,unknown,1
2414,25,management,single,3,0,219,0,0,cellular,8,576,1,96,1,success,1
2415,28,management,married,3,0,1240,0,0,cellular,8,849,1,100000,0,unknown,1
2416,52,management,married,2,0,1228,1,1,cellular,8,218,1,100000,0,unknown,1
2417,57,management,married,3,0,1660,0,0,cellular,8,642,1,100000,0,unknown,1
2418,49,management,divorced,3,0,914,0,0,cellular,8,185,1,100000,0,unknown,1
2419,33,technician,married,3,0,1699,0,0,cellular,8,600,1,100000,0,unknown,1
2420,47,technician,married,2,0,1167,1,0,cellular,8,505,1,96,6,success,1
2421,68,retired,married,2,0,19317,1,0,cellular,8,249,1,100000,0,unknown,1
2422,40,technician,single,3,0,1646,1,0,cellular,8,173,1,92,5,success,1
2423,46,management,married,3,0,242,0,0,cellular,8,120,2,96,1,success,1
2424,29,technician,single,2,0,382,0,0,cellular,8,409,4,100000,0,unknown,1
2425,55,management,divorced,3,0,2383,0,0,cellular,8,1019,2,63,2,success,1
2426,30,entrepreneur,married,3,0,2666,0,0,cellular,8,475,2,93,4,success,1
2427,49,management,divorced,2,0,1718,0,1,cellular,8,211,1,100000,0,unknown,1
2428,48,management,married,3,0,1147,0,0,cellular,8,389,1,64,2,success,1
2429,21,other,single,2,0,216,0,0,cellular,8,414,1,100000,0,unknown,1
2430,45,management,married,2,0,153,0,0,cellular,8,277,1,100000,0,unknown,1
2431,43,management,married,3,0,1791,0,0,cellular,8,254,1,100000,0,unknown,1
2432,47,management,single,3,0,86,0,0,cellular,8,253,1,97,4,success,1
2433,27,management,single,3,0,6791,0,0,cellular,8,179,2,69,26,other,1
2434,20,other,married,4,0,292,0,0,cellular,8,385,2,93,1,failure,1
2435,37,other,single,3,0,1291,0,0,cellular,8,150,1,97,2,success,1
2436,61,management,married,3,0,175,0,0,telephone,8,270,2,100000,0,unknown,1
2437,57,services,single,2,0,0,0,0,cellular,8,355,1,100000,0,unknown,1
2438,40,management,married,3,0,0,0,0,cellular,8,131,2,98,6,success,1
2439,53,management,divorced,2,0,0,1,1,cellular,8,1452,1,98,2,failure,1
2440,65,other,married,4,0,4717,0,0,telephone,8,256,1,100000,0,unknown,1
2441,67,retired,married,3,0,701,0,0,cellular,8,254,2,100000,0,unknown,1
2442,66,retired,married,3,0,3,0,0,cellular,8,550,1,100000,0,unknown,1
2443,67,management,married,3,0,405,0,0,cellular,8,345,2,100000,0,unknown,1
2444,57,retired,married,2,0,168,0,0,cellular,8,342,1,100000,0,unknown,1
2445,38,management,married,3,0,4297,0,0,cellular,8,206,2,100000,0,unknown,1
2446,56,management,divorced,3,0,10532,0,0,cellular,8,324,1,100000,0,unknown,1
2447,46,management,married,3,0,4693,0,1,cellular,8,79,1,394,2,failure,1
2448,69,technician,married,2,0,9064,0,0,cellular,8,714,1,100000,0,unknown,1
2449,32,services,single,2,0,6983,0,0,cellular,8,255,1,100000,0,unknown,1
2450,72,retired,married,3,0,2,0,0,cellular,8,147,2,100000,0,unknown,1
2451,41,management,married,3,0,1536,0,0,cellular,8,273,1,95,2,failure,1
2452,72,retired,married,1,0,1612,0,0,cellular,8,530,2,100000,0,unknown,1
2453,33,other,married,2,0,1211,0,0,cellular,8,456,1,100000,0,unknown,1
2454,37,management,married,2,0,96,0,0,cellular,8,155,1,99,2,success,1
2455,34,management,married,3,0,0,1,0,cellular,8,262,1,99,2,success,1
2456,44,management,single,2,0,1534,0,0,cellular,8,166,1,99,2,other,1
2457,42,services,single,2,0,3403,1,0,cellular,8,215,1,99,1,failure,1
2458,58,other,married,2,0,687,1,0,cellular,8,221,1,99,2,success,1
2459,34,technician,married,3,0,7050,0,0,cellular,8,130,1,100000,0,unknown,1
2460,55,entrepreneur,divorced,2,0,538,1,0,cellular,8,353,2,100000,0,unknown,1
2461,71,retired,married,1,0,2600,0,0,cellular,8,212,1,100000,0,unknown,1
2462,23,other,single,2,0,0,0,0,cellular,8,217,1,99,7,success,1
2463,60,management,single,3,0,1034,1,0,cellular,8,231,3,100000,0,unknown,1
2464,18,other,single,4,0,108,0,0,cellular,8,167,1,100000,0,unknown,1
2465,54,technician,married,2,0,10185,0,0,cellular,8,559,1,70,2,other,1
2466,59,retired,divorced,3,0,3444,0,0,cellular,8,252,1,185,2,success,1
2467,32,entrepreneur,single,3,0,1815,0,0,telephone,8,235,1,102,2,failure,1
2468,61,entrepreneur,divorced,3,0,52587,0,0,cellular,8,290,1,100000,0,unknown,1
2469,31,management,married,3,0,10884,0,0,cellular,8,294,3,98,2,success,1
2470,42,blue-collar,married,1,0,201,1,0,cellular,8,265,1,103,3,success,1
2471,42,other,married,4,0,190,0,0,cellular,8,704,2,100000,0,unknown,1
2472,42,services,single,3,0,94,1,0,cellular,8,176,2,90,4,failure,1
2473,70,services,divorced,1,0,1311,0,0,cellular,8,651,1,100000,0,unknown,1
2474,57,technician,married,2,0,589,1,0,cellular,8,167,1,190,5,failure,1
2475,60,retired,married,2,0,1853,0,0,cellular,8,408,1,100000,0,unknown,1
2476,53,blue-collar,divorced,1,0,4401,0,0,telephone,8,254,1,100000,0,unknown,1
2477,48,other,divorced,2,0,201,0,0,cellular,8,140,1,100000,0,unknown,1
2478,30,management,single,3,0,533,0,0,cellular,8,229,2,99,4,success,1
2479,39,management,single,3,0,3840,1,0,cellular,8,315,2,100000,0,unknown,1
2480,42,technician,married,2,0,994,1,0,cellular,8,149,1,78,5,failure,1
2481,26,management,single,2,0,96,0,0,cellular,8,349,1,70,3,failure,1
2482,46,management,married,3,0,1600,1,1,cellular,8,1244,1,100000,0,unknown,1
2483,40,management,single,2,0,100,1,0,cellular,8,221,1,461,1,success,1
2484,39,management,married,2,0,260,1,0,cellular,8,175,2,116,2,failure,1
2485,58,entrepreneur,married,1,0,1013,1,0,cellular,8,206,1,461,1,failure,1
2486,42,blue-collar,married,2,0,413,1,0,cellular,8,589,2,100000,0,unknown,1
2487,31,services,single,2,0,181,0,0,cellular,8,182,1,104,1,success,1
2488,21,other,single,2,0,123,0,0,telephone,8,449,1,100000,0,unknown,1
2489,35,entrepreneur,single,3,0,353,0,0,cellular,8,582,1,100000,0,unknown,1
2490,50,technician,divorced,4,0,2794,0,0,cellular,8,1336,2,100000,0,unknown,1
2491,36,management,single,3,0,3850,1,0,cellular,8,239,2,100,4,failure,1
2492,75,retired,married,1,0,2970,0,0,cellular,8,641,1,100000,0,unknown,1
2493,20,other,single,1,0,6991,0,0,cellular,8,178,2,100000,0,unknown,1
2494,57,management,single,2,0,2223,0,0,cellular,8,1064,1,100000,0,unknown,1
2495,41,management,married,3,0,27696,0,0,cellular,8,147,2,104,1,failure,1
2496,59,technician,married,2,0,116,0,0,cellular,8,398,4,422,3,failure,1
2497,36,management,married,3,0,2987,1,0,cellular,8,307,1,100000,0,unknown,1
2498,18,other,single,1,0,608,0,0,cellular,8,267,1,100000,0,unknown,1
2499,34,management,single,3,0,48,1,0,cellular,8,810,3,93,6,failure,1
2500,55,management,married,1,0,113,0,0,cellular,8,306,1,457,3,failure,1
2501,33,blue-collar,single,2,0,498,0,0,cellular,8,338,2,104,1,success,1
2502,43,technician,married,3,0,2643,0,0,cellular,8,188,3,100,5,success,1
2503,34,services,married,2,0,1337,0,0,cellular,8,255,2,104,1,success,1
2504,35,services,married,4,0,618,0,0,cellular,8,293,1,104,1,success,1
2505,43,technician,single,2,0,451,0,0,cellular,8,289,2,100000,0,unknown,1
2506,74,retired,married,1,0,0,0,0,telephone,8,562,2,100000,0,unknown,1
2507,45,other,divorced,1,1,11,0,0,cellular,8,489,5,100000,0,unknown,1
2508,38,blue-collar,married,2,0,1165,1,0,cellular,8,784,3,94,10,failure,1
2509,32,management,single,3,0,2465,0,0,cellular,8,414,1,100000,0,unknown,1
2510,29,management,single,3,0,41,1,0,cellular,8,148,2,100000,0,unknown,1
2511,31,management,married,2,0,35,0,0,cellular,8,315,2,105,1,success,1
2512,50,services,married,2,0,3169,0,0,cellular,8,399,1,430,1,failure,1
2513,44,technician,divorced,2,0,14,0,0,cellular,8,234,1,100000,0,unknown,1
2514,23,other,single,2,0,431,0,0,cellular,8,496,2,100000,0,unknown,1
2515,56,management,married,3,0,616,0,0,cellular,8,293,2,105,2,success,1
2516,76,retired,married,1,0,3324,0,0,cellular,8,227,2,192,1,failure,1
2517,28,technician,single,2,0,113,0,0,cellular,8,204,3,105,1,failure,1
2518,34,management,single,3,0,13014,0,0,cellular,8,738,1,100000,0,unknown,1
2519,56,retired,married,1,0,9367,0,0,cellular,8,320,2,101,2,success,1
2520,45,management,single,3,0,2067,1,0,cellular,8,393,2,462,1,success,1
2521,36,technician,single,2,0,376,0,0,cellular,8,479,1,100000,0,unknown,1
2522,57,retired,single,3,0,842,0,0,cellular,8,284,3,100000,0,unknown,1
2523,49,technician,married,3,0,1235,0,0,cellular,8,354,3,100000,0,unknown,1
2524,49,management,married,3,0,1,0,0,telephone,8,640,2,101,4,success,1
2525,37,management,married,3,0,1276,0,0,cellular,8,156,2,100000,0,unknown,1
2526,46,other,single,3,0,44,0,0,cellular,8,225,1,100000,0,unknown,1
2527,26,management,single,2,0,255,0,0,cellular,8,209,2,106,2,success,1
2528,47,other,married,2,0,926,0,0,cellular,8,436,1,403,5,success,1
2529,36,management,married,1,0,1506,0,0,cellular,8,326,3,100000,0,unknown,1
2530,37,other,single,4,0,444,0,0,cellular,8,137,1,102,5,success,1
2531,62,management,married,3,0,557,0,0,cellular,8,185,1,100000,0,unknown,1
2532,26,blue-collar,single,2,0,535,0,0,cellular,8,125,1,100000,0,unknown,1
2533,45,management,married,3,0,2671,0,0,cellular,8,94,4,100000,0,unknown,1
2534,63,technician,married,2,0,896,1,0,cellular,8,276,2,100000,0,unknown,1
2535,25,management,single,3,0,528,0,0,cellular,8,201,1,100000,0,unknown,1
2536,60,retired,married,4,0,209,0,0,cellular,8,391,3,106,1,failure,1
2537,44,management,married,3,0,226,1,0,cellular,8,190,3,270,3,failure,1
2538,33,other,single,3,0,1974,0,0,cellular,8,498,2,191,1,failure,1
2539,39,entrepreneur,married,3,0,942,1,0,cellular,8,880,3,267,1,other,1
2540,46,blue-collar,married,4,0,336,1,0,cellular,8,260,3,457,1,other,1
2541,42,management,married,1,0,-306,1,0,cellular,8,308,1,459,1,success,1
2542,56,management,married,4,0,4623,0,0,cellular,8,348,1,100000,0,unknown,1
2543,82,retired,married,2,0,276,0,0,telephone,8,199,1,100000,0,unknown,1
2544,77,retired,married,3,0,0,0,0,cellular,8,286,1,100000,0,unknown,1
2545,36,services,single,3,0,1189,0,0,cellular,8,220,1,100000,0,unknown,1
2546,35,management,single,3,0,431,0,0,cellular,8,343,2,397,1,failure,1
2547,50,technician,married,2,0,2218,1,0,cellular,8,711,1,100000,0,unknown,1
2548,62,retired,married,2,0,1495,0,0,cellular,8,606,1,196,1,success,1
2549,26,management,single,3,0,828,1,0,cellular,8,156,1,199,1,failure,1
2550,55,management,married,3,0,12972,0,0,telephone,8,205,1,100000,0,unknown,1
